CRICOS Provider Code,Institution Name,CRICOS Course Code,Course Name,VET National Code,Dual Qualification,Field of Education 1 Broad Field,Field of Education 1 Narrow Field,Field of Education 1 Detailed Field,Field of Education 2 Broad Field,Field of Education 2 Narrow Field,Field of Education 2 Detailed Field,Course Level,Foundation Studies,Work Component,Work Component Hours/Week,Work Component Weeks,Work Component Total Hours,Course Language,Duration (Weeks),Tuition Fee,Non Tuition Fee,Estimated Total Course Cost,Expired
00026A,The University of Sydney,060614F,Master of Human Rights,,No,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",,,,Masters Degree (Coursework),No,No,,,,English,52,"$51,300.00",$373.00,"$51,673.00",No
00026A,The University of Sydney,060615E,Graduate Diploma in Human Rights,,No,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",,,,Graduate Diploma,No,No,,,,English,52,"$51,300.00",$373.00,"$51,673.00",No
00026A,The University of Sydney,060616D,Graduate Certificate in Human Rights,,No,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",,,,Graduate Certificate,No,No,,,,English,26,"$25,650.00",$186.50,"$25,836.50",No
00026A,The University of Sydney,060617C,Master of US Studies,,No,09 - Society and Culture,0901 - Political Science and Policy Studies ,"090100 - Political Science and Policy Studies, n.f.d.",,,,Masters Degree (Coursework),No,No,,,,English,52,"$54,100.00",$373.00,"$54,473.00",No
00026A,The University of Sydney,060620G,Bachelor of Arts (Media and Communications) and Bachelor of Laws,,Yes,09 - Society and Culture,0901 - Political Science and Policy Studies ,"090100 - Political Science and Policy Studies, n.f.d.",09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Degree,No,Yes,35.00,4,140,English,312,"$364,000.00","$2,323.62","$366,323.62",No
00026A,The University of Sydney,060904G,Master of Architecture,,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,040101 - Architecture,,,,Masters Degree (Coursework),No,No,,,,English,104,"$97,600.00","$2,751.60","$100,351.60",No
00026A,The University of Sydney,060905F,Master of Urban Design (Architectural and Urban Design),,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,040103 - Urban Design and Regional Planning,,,,Masters Degree (Coursework),No,No,,,,English,104,"$100,900.00",$751.60,"$101,651.60",No
00026A,The University of Sydney,060909B,Graduate Certificate in Design Science (Audio and Acoustics),,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$25,650.00",$186.50,"$25,836.50",No
00026A,The University of Sydney,060910J,Grauate Diploma in Design Science (Audio and Acoustics),,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$51,300.00",$373.00,"$51,673.00",No
00026A,The University of Sydney,060911G,Master of Design Science (Audio and Acoustics),,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,78,"$74,080.00",$553.16,"$74,633.16",No
00026A,The University of Sydney,060912G,Master of Design Science (Audio and Acoustics),,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$99,270.00",$741.32,"$100,011.32",No
00026A,The University of Sydney,060913F,Master of Design Science (Audio and Acoustics) (Honours),,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,26,,,"$14,880.00",No
00026A,The University of Sydney,061140E,Master of Human Resource Management & Industrial Relations,,No,08 - Management and Commerce,0803 - Business and Management,080303 - Human Resource Management,,,,Masters Degree (Coursework),No,No,,,,English,78,"$77,600.00",$559.50,"$78,159.50",No
00026A,The University of Sydney,061141D,Graduate Diploma in Human Resource Management & Industrial Relations,,No,08 - Management and Commerce,0803 - Business and Management,080303 - Human Resource Management,,,,Graduate Diploma,No,No,,,,English,52,"$46,275.00",$373.00,"$46,648.00",No
00026A,The University of Sydney,061142C,Graduate Certificate in Human Resource Management & Industrial Relations,,No,08 - Management and Commerce,0803 - Business and Management,080303 - Human Resource Management,,,,Graduate Certificate,No,No,,,,English,26,"$30,850.00",$186.50,"$31,036.50",No
00026A,The University of Sydney,061144A,Doctor of Musical Arts,,No,10 - Creative Arts,1001 - Performing Arts ,100101 - Music,,,,Doctoral Degree,No,No,,,,English,208,"$196,100.00","$1,525.91","$197,625.91",No
00026A,The University of Sydney,061145M,Bachelor of Music Studies / Bachelor of Arts,,Yes,10 - Creative Arts,1001 - Performing Arts ,100101 - Music,09 - Society and Culture,0900 - Society and Culture,"090000 - Society and Culture, n.f.d.",Bachelor Degree,No,No,,,,English,260,"$267,200.00","$1,921.80","$269,121.80",No
00026A,The University of Sydney,061147J,Bachelor of Music Studies (Honours),,No,10 - Creative Arts,1001 - Performing Arts ,100101 - Music,,,,Bachelor Honours Degree,No,No,,,,English,52,"$50,300.00",$373.00,"$50,673.00",No
00026A,The University of Sydney,061187A,Master of International Security,,No,09 - Society and Culture,0901 - Political Science and Policy Studies ,"090100 - Political Science and Policy Studies, n.f.d.",,,,Masters Degree (Coursework),No,No,,,,English,78,"$68,025.00",$559.50,"$68,584.50",No
00026A,The University of Sydney,061188M,Graduate Diploma in International Security,,No,09 - Society and Culture,0901 - Political Science and Policy Studies ,"090100 - Political Science and Policy Studies, n.f.d.",,,,Graduate Diploma,No,No,,,,English,52,"$54,100.00",$373.00,"$54,473.00",No
00026A,The University of Sydney,061189K,Graduate Certificate in International Security,,No,09 - Society and Culture,0901 - Political Science and Policy Studies ,"090100 - Political Science and Policy Studies, n.f.d.",,,,Graduate Certificate,No,No,,,,English,26,"$27,050.00",$186.50,"$27,236.50",No
00026A,The University of Sydney,061297F,Graduate Diploma in Cultural Studies,,No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$51,300.00",$373.00,"$51,673.00",No
00026A,The University of Sydney,061298E,Graduate Certificate in Cultural Studies,,No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$25,650.00",$186.50,"$25,836.50",No
00026A,The University of Sydney,061790D,Master of Philosophy (Engineering),,No,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",,,,Masters Degree (Research),No,No,,,,English,104,"$118,600.00",$751.60,"$119,351.60",No
00026A,The University of Sydney,061793A,Graduate Diploma in Engineering,,No,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",,,,Graduate Diploma,No,No,,,,English,52,"$43,425.00",$373.00,"$43,798.00",No
00026A,The University of Sydney,062100E,Bachelor of Information Technologies and Bachelor of Commerce,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Bachelor Degree,No,No,,,,English,260,"$321,700.00","$1,921.80","$323,621.80",No
00026A,The University of Sydney,062483G,Bachelor of Arts (Languages) (Honours),,No,09 - Society and Culture,0915 - Language and Literature,"091599 - Language and Literature, n.e.c.",,,,Bachelor Honours Degree,No,No,,,,English,52,"$52,500.00",$373.00,"$52,873.00",No
00026A,The University of Sydney,062564F,Doctor of Philosophy in Education (Cotutelle),,No,07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,,,,Doctoral Degree,No,No,,,,English,208,,,$1.00,No
00026A,The University of Sydney,062970C,Master of Marketing,,No,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,,,,Masters Degree (Coursework),No,No,,,,English,60,"$73,940.00",$553.16,"$74,493.16",No
00026A,The University of Sydney,063099G,Master of Management,,No,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,60,"$68,025.00",$513.00,"$68,538.00",No
00026A,The University of Sydney,063100G,Master of Management (Community of European Management Schools),,No,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,78,"$87,700.00",$559.50,"$88,259.50",No
00026A,The University of Sydney,063204M,Master of Rehabilitation Counselling,,No,06 - Health,0617 - Rehabilitation Therapies,"061700 - Rehabilitation Therapies, n.f.d.",,,,Masters Degree (Coursework),No,Yes,40.00,10,400,English,104,"$125,300.00",$751.60,"$126,051.60",No
00026A,The University of Sydney,063745D,Bachelor of International and Global Studies,,No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$162,300.00","$1,135.87","$163,435.87",No
00026A,The University of Sydney,063746C,Bachelor of International and Global Studies and Bachelor of Laws,,No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",,,,Bachelor Degree,No,No,,,,English,260,"$298,800.00","$1,921.80","$300,721.80",No
00026A,The University of Sydney,063747B,Graduate Certificate in Engineeering,,No,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$28,950.00",$186.50,"$29,136.50",No
00026A,The University of Sydney,063847J,Bachelor of Applied Science (Physiotherapy),,No,06 - Health,0617 - Rehabilitation Therapies,061701 - Physiotherapy,,,,Bachelor Degree,No,Yes,40.00,26,"1,040",English,208,"$275,700.00","$1,900.91","$277,600.91",No
00026A,The University of Sydney,063849G,Bachelor of Applied Science (Occupational Therapy),,No,06 - Health,0617 - Rehabilitation Therapies,061703 - Occupational Therapy,,,,Bachelor Degree,No,Yes,40.00,25,"1,000",English,208,"$275,700.00","$1,725.91","$277,425.91",No
00026A,The University of Sydney,063948D,Master of Health Communication,,No,06 - Health,0613 - Public Health,061307 - Health Promotion,,,,Masters Degree (Coursework),No,No,,,,English,52,"$54,100.00",$373.00,"$54,473.00",No
00026A,The University of Sydney,063949C,Graduate Diploma in Health Communication,,No,06 - Health,0613 - Public Health,061307 - Health Promotion,,,,Graduate Diploma,No,No,,,,English,52,"$54,100.00",$373.00,"$54,473.00",No
00026A,The University of Sydney,063950K,Graduate  Certificate in Health Communication,,No,06 - Health,0613 - Public Health,061307 - Health Promotion,,,,Graduate Certificate,No,No,,,,English,26,"$27,050.00",$186.50,"$27,236.50",No
00026A,The University of Sydney,063951J,Graduate Certificate in Art Curatorship,,No,09 - Society and Culture,"0913 - Librarianship, Information Management and Curatorial Studies",091303 - Curatorial Studies,,,,Graduate Certificate,No,No,,,,English,26,"$22,500.00",$164.50,"$22,664.50",No
00026A,The University of Sydney,064058G,Graduate Certificate in Interaction Design and Electronic Arts,,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$25,650.00",$186.50,"$25,836.50",No
00026A,The University of Sydney,064059G,Graduate Diploma in Interaction Design and Electronics Arts,,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$51,300.00",$373.00,"$51,673.00",No
00026A,The University of Sydney,064060C,Master of Interaction Design and Electronic Arts,,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,78,"$77,700.00","$1,309.50","$79,009.50",No
00026A,The University of Sydney,064103G,Bachelor of Information Technology and Bachelor of Arts,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Bachelor Degree,No,No,,,,English,260,"$321,700.00","$1,921.80","$323,621.80",No
00026A,The University of Sydney,064104G,Bachelor of Information Technology and Bachelor of Medical Science,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Bachelor Degree,No,No,,,,English,260,"$332,900.00","$1,921.80","$334,821.80",No
00026A,The University of Sydney,064105F,Bachelor of Information Technology and Bachelor of Science,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Bachelor Degree,No,No,,,,English,260,"$321,700.00","$1,921.80","$323,621.80",No
00026A,The University of Sydney,064106E,Bachelor of Engineering (Civil) and Bachelor of Design in Architecture,,No,03 - Engineering and Related Technologies,0309 - Civil Engineering,"030999 - Civil Engineering, n.e.c.",,,,Bachelor Degree,No,Yes,35.00,12,420,English,260,"$321,700.00","$4,171.80","$325,871.80",No
00026A,The University of Sydney,064107D,Master of Professional Engineering,,No,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",,,,Masters Degree (Coursework),No,Yes,35.00,12,420,English,104,"$117,500.00",$751.60,"$118,251.60",No
00026A,The University of Sydney,064136K,Master of Political Economy,,No,09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,,,,Masters Degree (Coursework),No,No,,,,English,52,"$54,100.00",$373.00,"$54,473.00",No
00026A,The University of Sydney,064137J,Graduate Diploma in Political Economy,,No,09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,,,,Graduate Diploma,No,No,,,,English,52,"$54,100.00",$373.00,"$54,473.00",No
00026A,The University of Sydney,064138G,Graduate Certificate in Political Economy,,No,09 - Society and Culture,0919 - Economics and Econometrics,091901 - Economics,,,,Graduate Certificate,No,No,,,,English,26,"$27,050.00",$186.50,"$27,236.50",No
00026A,The University of Sydney,064271C,Doctor of Clinical Dentistry (Oral Medicine),,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,,,,Masters Degree (Extended),No,Yes,38.00,48,"1,824",English,156,"$258,100.00","$1,135.87","$259,235.87",No
00026A,The University of Sydney,064272B,Doctor of Clinical Dentistry (Orthodontics),,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,,,,Masters Degree (Extended),No,Yes,38.00,48,"1,824",English,156,"$258,100.00","$5,135.87","$263,235.87",No
00026A,The University of Sydney,064281A,Doctor of Clinical Dentistry (Periodontics),,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,,,,Masters Degree (Extended),No,Yes,38.00,48,"1,824",English,156,"$258,100.00","$1,675.87","$259,775.87",No
00026A,The University of Sydney,064292J,Doctor of Clinical Dentistry (Prosthodontics),,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,,,,Masters Degree (Coursework),No,Yes,38.00,48,"1,824",English,156,"$258,100.00","$6,664.87","$264,764.87",No
00026A,The University of Sydney,064298C,Doctor of Clinical Dentistry (Paediatric Dentristry),,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,,,,Masters Degree (Extended),No,Yes,38.00,48,"1,824",English,156,"$258,100.00","$1,135.87","$259,235.87",No
00026A,The University of Sydney,064373G,Graduate Certificate in Clinical Dentistry (Hospital Dentistry),,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,,,,Graduate Certificate,No,Yes,38.00,24,912,English,26,"$41,750.00",$186.50,"$41,936.50",No
